scenario,profit_eur
1308,1118294.3190831526
1309,1101028.7035618126
1310,1096694.1906607077
1311,1083471.0189684029
1312,1439865.953190572
1313,1411393.1644281582
1314,1418574.9372246484
1315,1384416.375550941
1316,1455154.3458617618
1317,1435803.167877715
1318,1453494.3748237486
1319,1409229.2812583968
1320,826083.8697978245
1321,803104.4771646297
1322,805299.0907325019
1323,793163.2616361663
1324,515977.61926582607
1325,517902.65878739615
1326,511004.7115066009
1327,504291.01635446167
1328,562141.8185582786
1329,528740.8360513368
1330,522043.6179116527
1331,519007.8790992055
1332,1262642.4480590103
1333,1233701.0058798566
1334,1254652.2103219163
1335,1221455.0474208393
1336,1005821.0310779755
1337,998449.9483319209
1338,1000928.5265873976
1339,979223.92758059
1340,790282.6809558704
1341,760719.953405211
1342,757289.5599994708
1343,745734.212521123
1344,1265143.1731586829
1345,1248225.582276306
1346,1263101.9293020354
1347,1224974.0359405968
1348,967209.4379196741
1349,942951.7139607485
1350,930114.1724278165
1351,925474.9566111319
1352,1226222.2967510591
1353,1197380.2108187564
1354,1191415.7181972922
1355,1179571.6298377512
1356,1510395.2764216196
1357,1482695.4467766895
1358,1489240.2745444044
1359,1462852.3194448962
1360,528768.426245163
1361,517817.48343159765
1362,520867.946264652
1363,511308.97161095834
1364,998129.4586931255
1365,991181.9261330373
1366,1014037.8784754248
1367,974127.3491771272
1368,1045367.0393784601
1369,1034565.7257181326
1370,1042617.5431843876
1371,1015518.5077085263
1372,1462094.0319681154
1373,1450574.5713672703
1374,1455462.6559137371
1375,1419699.7273879051
1376,1175456.34097328
1377,1162753.9648634093
1378,1178097.2037972547
1379,1147289.1219807456
1380,1227836.9804357341
1381,1215929.2233235466
1382,1226612.447911215
1383,1194717.1289266534
1384,1175387.0417726166
1385,1158535.531831996
1386,1170378.3725172812
1387,1146037.6247235602
1388,1060351.6842665176
1389,1047275.010196788
1390,1048797.4229847924
1391,1033487.0070278816
1392,1344652.2086608498
1393,1325539.3155418262
1394,1338040.321563351
1395,1303071.898767577
1396,1368110.130152721
1397,1358190.893447253
1398,1378844.9838739494
1399,1335363.1158519187
1400,765578.858584086
1401,747996.9073340085
1402,755209.2640517903
1403,741701.0713753863
1404,506818.45253392274
1405,507814.94159038406
1406,502823.5899758573
1407,495504.82788430067
1408,491156.9415633379
1409,462795.26674895664
1410,463510.14540841884
1411,458236.5468800331
1412,1172684.1051698634
1413,1155202.0855900138
1414,1178665.820534655
1415,1145763.0059237345
1416,960896.0371071238
1417,958261.8809461906
1418,963117.1815603452
1419,941241.4286909184
1420,716648.6444865069
1421,692578.7313478976
1422,695732.4204763655
1423,682079.5471695184
1424,1186139.4262079261
1425,1178232.1836380637
1426,1195414.295362081
1427,1158042.4809545055
1428,907791.2782872382
1429,886910.4297542686
1430,881637.5200565753
1431,874536.4372838488
1432,1152697.2864786764
1433,1129253.2798509302
1434,1130664.7574626738
1435,1115840.8121140692
1436,1420490.0293781557
1437,1401663.6561944745
1438,1414082.4217915162
1439,1385887.203988109
1440,374708.94272945507
1441,378696.36695746245
1442,380110.5172973968
1443,372258.46218831564
1444,724509.0643087275
1445,744056.5558270013
1446,756349.562520235
1447,722516.8285335063
1448,753436.1963663041
1449,768976.5157380181
1450,769411.8393857165
1451,746372.2213703869
1452,1053237.4663110077
1453,1076217.8065385565
1454,1071289.1419288004
1455,1041123.8218237814
1456,841971.3977762745
1457,861214.1445396193
1458,867024.7493891
1459,841901.4839302342
1460,884108.9335692828
1461,904491.425840779
1462,906050.7024683752
1463,879906.2326612396
1464,832966.8031806487
1465,852068.1388424521
1466,854555.779984506
1467,836489.5206873175
1468,746970.4491843014
1469,764967.0416026455
1470,759380.0196680746
1471,749013.6455431872
1472,969109.4014858208
1473,986436.159515515
1474,989351.0263807739
1475,959723.473631814
1476,979770.4195242792
1477,1008209.5143412303
1478,1015627.2647505115
1479,979422.9348235034
1480,543857.939008455
1481,549163.4605140018
1482,553278.1179580877
1483,541078.0607691833
1484,353596.1235261167
1485,366481.0395771093
1486,357520.4742741609
1487,351657.5335080715
1488,356032.1604648418
1489,341609.7678191572
1490,346137.85422859533
1491,340152.84940784366
1492,839694.7304585215
1493,859692.9975843533
1494,871671.7061137073
1495,844588.7004622081
1496,674152.7947858473
1497,700066.4116267599
1498,696058.713398183
1499,679573.0706195713
1500,525331.2179356373
1501,518054.2756195172
1502,520191.2354696613
1503,506232.0876211703
1504,852433.5384243403
1505,877393.1481670141
1506,883383.1865631705
1507,852352.764817669
1508,646395.8679973341
1509,649668.1998015635
1510,642344.7421464012
1511,637271.4597060407
1512,824339.117802687
1513,833088.3181111712
1514,828737.7177128337
1515,816064.0851054112
1516,1018079.228850661
1517,1039475.5778608166
1518,1041137.6828634652
1519,1018018.6154141353
1520,516834.19350225385
1521,503901.03910280176
1522,504226.93761937774
1523,498294.3452924058
1524,954172.677032103
1525,948343.1732034248
1526,964187.1874490638
1527,932156.3910120088
1528,1008243.7239166882
1529,995111.8617299913
1530,997439.3645135425
1531,977341.2598683315
1532,1410158.66402436
1533,1395052.2317511975
1534,1392520.348015145
1535,1365893.6640090062
1536,1127199.463430876
1537,1113438.039204605
1538,1122145.0093606762
1539,1099519.4515003613
1540,1182101.5782015147
1541,1167975.794854551
1542,1171702.0813021339
1543,1148530.4022092158
1544,1128434.674901011
1545,1110993.1018346697
1546,1115831.8417481976
1547,1100166.9033805132
1548,1021137.9316202364
1549,1006011.7025889492
1550,1002071.3996879003
1551,993823.4503710471
1552,1294949.246050757
1553,1274072.7913191821
1554,1278566.3723390666
1555,1253288.473122673
1556,1304744.375069651
1557,1295792.8657041166
1558,1307670.8575729993
1559,1273876.345333861
1560,745378.1989264843
1561,725278.227805952
1562,728003.4434078903
1563,720413.3925295746
1564,480524.1867199277
1565,481545.5058905696
1566,474672.2723404067
1567,469116.43553133187
1568,503617.57916112884
1569,469632.62279023277
1570,467867.14747644495
1571,467263.91885395744
1572,1122714.4715426774
1573,1106235.6000484084
1574,1121277.309754807
1575,1098163.6610206473
1576,913185.1222567165
1577,911271.8917320333
1578,910696.8856036973
1579,894935.8577506925
1580,710669.0093188251
1581,681979.9323234814
1582,680854.6355291426
1583,672711.8341361552
1584,1131184.5479250192
1585,1124401.6554091764
1586,1133844.244882234
1587,1105036.552982448
1588,885435.3640485663
1589,860465.315134888
1590,851194.6053546076
1591,849822.4436907852
1592,1118172.3741826827
1593,1090640.6875048163
1594,1086250.9835927999
1595,1079289.1851245698
1596,1363900.1735239937
1597,1343328.3485572075
1598,1347468.3683083344
1599,1329376.0413559633
