scenario,profit_eur
798,1408203.6933778145
799,1381168.8913232014
800,515476.31537834404
801,507498.7918893067
802,509709.02877227135
803,500079.3148120319
804,990004.7543362002
805,984626.262482143
806,1008167.864471377
807,968224.0977728418
808,1024088.8539105001
809,1017510.9515316591
810,1025193.9607648052
811,998497.7896188142
812,1431317.5565877026
813,1425735.7070117258
814,1430159.4539403059
815,1394960.58947707
816,1146710.187642967
817,1139081.2231874182
818,1154225.602921686
819,1123317.2016180255
820,1202525.4146685682
821,1195519.2276204927
822,1205860.9011828834
823,1174220.945475976
824,1140756.0333014242
825,1129875.6531890612
826,1141385.419284326
827,1116749.4895439874
828,1020168.8871795256
829,1014431.4122505507
830,1015152.0840881546
831,999837.4243384373
832,1320800.656065954
833,1306272.1038028297
834,1318377.1834907504
835,1283623.5830120281
836,1338720.5431857319
837,1333518.2596821296
838,1354535.3872592705
839,1311443.739041268
840,748417.6426278253
841,734064.6894203828
842,740494.1015381549
843,726890.295427161
844,480219.56361936784
845,485790.8298608927
846,480706.1244527096
847,473748.52420450904
848,496913.41887320526
849,469187.26950211334
850,467982.8536916693
851,462408.9914590538
852,1151220.1274005892
853,1137263.935685786
854,1161041.2771135531
855,1127956.6710078479
856,923753.946041446
857,926749.1903987759
858,931649.9143638094
859,910139.4061664382
860,719559.8619010581
861,696290.1821602626
862,698310.3138989414
863,684736.6735291311
864,1162939.2953156075
865,1158921.8574245665
866,1176453.2353689494
867,1139173.1274506166
868,881616.6594834772
869,866190.73595574
870,859415.9192782873
871,852084.9181466205
872,1120852.5236723523
873,1103828.0000954673
874,1104116.9914685641
875,1089511.5889176126
876,1384792.673884259
877,1372347.289688926
878,1384361.6167320115
879,1356271.4622952505
880,548923.6200335097
881,536295.1584121652
882,537313.7866183894
883,527704.3403926832
884,1050578.375721288
885,1035964.6326544189
886,1060788.6653164574
887,1017682.3234458182
888,1081104.1788715692
889,1066355.412783984
890,1072766.269202095
891,1045089.3730930192
892,1510404.255858865
893,1493873.0070835198
894,1496474.7568136426
895,1459623.9940333944
896,1210351.1512127812
897,1192394.1889795116
898,1206922.263830516
899,1174771.5137986029
900,1270539.3282667333
901,1253169.2652764865
902,1262330.3456451762
903,1229547.2744111465
904,1208531.8593728696
905,1185918.4766877266
906,1196491.5997435576
907,1171399.014772518
908,1077336.3058810646
909,1061953.7570840847
910,1060483.2460689922
911,1045932.9351658917
912,1395844.4804001937
913,1369716.521017253
914,1380853.1825199877
915,1344483.5009774873
916,1413604.7633064114
917,1396288.185321265
918,1417284.8504326642
919,1371579.6683196789
920,797756.230763013
921,776315.7937339295
922,781788.0899220703
923,767905.6478214498
924,500589.1993256339
925,502518.6942145857
926,496253.6050095316
927,489209.3467143133
928,540590.6444996301
929,508685.9192132362
930,505857.1778171026
931,500524.2364466896
932,1222792.1272263285
933,1196484.2089205687
934,1220785.0982463208
935,1186129.8184116827
936,973699.756313134
937,967485.8515688082
938,971509.0028647692
939,949475.2382844863
940,766079.069102955
941,737935.0688800474
942,738714.0607847169
943,724673.3906339102
944,1228511.9455364263
945,1213653.5245847148
946,1231371.1783153233
947,1191852.1238518828
948,930387.2532552086
949,907676.504098444
950,898227.8398770476
951,891652.351095113
952,1183141.7080498424
953,1156306.521516868
954,1154100.423464416
955,1140138.0960621526
956,1460536.2807239755
957,1435326.2643691658
958,1445929.6605740245
959,1417478.5992401459
960,567010.1534737945
961,555459.7680829836
962,560144.7025000973
963,546554.7105559601
964,1088492.099138418
965,1077388.2549477562
966,1108789.9635510931
967,1059987.4389231137
968,1133031.9570537575
969,1120626.5509341862
970,1134990.8586818755
971,1099836.7826515501
972,1585264.790801484
973,1571268.481153928
974,1584369.144085673
975,1537831.6393440207
976,1271256.2544485875
977,1256228.5937185036
978,1279077.9697634738
979,1238686.9370844862
980,1331212.9628743809
981,1317206.152737047
982,1335508.303616051
983,1293560.6018744935
984,1267849.3611913654
985,1248420.0708738035
986,1267882.1476842375
987,1233448.6072236255
988,1138942.6851137616
989,1125204.3275941606
990,1132436.1169641004
