scenario,profit_eur
422,1158558.8565020878
423,1156325.0684343397
424,1105363.7684024728
425,1105559.7077593259
426,1105787.8505372014
427,1103849.71285414
428,986729.3418964181
429,987214.2722383925
430,987159.4200493735
431,985641.6437873278
432,1269277.81614908
433,1269440.7241857813
434,1269662.88937301
435,1267294.4023573054
436,1298137.4658671084
437,1298361.1854464842
438,1298926.164454826
439,1296565.050839967
440,724718.4848181189
441,724817.9972775507
442,724774.5219454656
443,723426.0207624047
444,458497.26225530077
445,458879.385372307
446,458830.6496985032
447,458456.7745275052
448,472458.08193980297
449,472248.7194298338
450,471801.0925879335
451,470460.58381508
452,1124043.3312206664
453,1123978.183657731
454,1124532.8391832807
455,1122451.1834868737
456,897911.3892155546
457,898282.0576196626
458,898492.4795349066
459,897240.3151103425
460,684079.2058162654
461,683928.8486784648
462,683717.0996533751
463,682374.9054671172
464,1126180.412171753
465,1126375.04036743
466,1126850.1400594644
467,1124793.4575010815
468,836312.409110931
469,836537.259233585
470,836152.8787004744
471,834800.2747574962
472,1072851.0672123395
473,1073155.74414856
474,1072985.0068732307
475,1071278.554649205
476,1334165.0157704356
477,1334497.6964451259
478,1334710.2142330187
479,1332551.6478831745
480,462773.1184656411
481,463743.96612736175
482,463567.8159535493
483,464211.168906284
484,889713.439566728
485,892589.7925934481
486,891874.777703458
487,892093.4595576811
488,917041.3849973297
489,919121.9325899293
490,918503.7406234154
491,918999.9938476481
492,1277559.4800264882
493,1280304.595483715
494,1279622.6447639996
495,1280130.675384363
496,1029450.6219373384
497,1032154.930942876
498,1031396.7347836918
499,1032185.7595243525
500,1078135.091307769
501,1080734.3801086121
502,1080010.8841682572
503,1080687.3317093176
504,1030587.0352754814
505,1033371.6258420073
506,1032654.9265518119
507,1033619.3395805643
508,923200.7247108672
509,925300.5116339583
510,924682.8050782526
511,925667.1607095764
512,1180522.0026581502
513,1183389.8717577672
514,1182695.6653567182
515,1183359.3789270988
516,1206120.0519378583
517,1209696.5655932785
518,1208668.5978137318
519,1209127.02917851
520,674047.4152552519
521,675448.8906292118
522,675282.5419843112
523,675918.2966293
524,431997.4900441264
525,432912.5501051351
526,432575.9258601371
527,432637.3758061861
528,435229.2901686073
529,435558.1390587962
530,435966.5186647619
531,436933.0936869898
532,1043135.2700516919
533,1046365.8450334318
534,1045550.7729156557
535,1046176.9183655261
536,838935.4463315052
537,841426.3749777677
538,840700.7992632246
539,841133.894324628
540,633598.7620943736
541,634412.736787244
542,634498.9396944756
543,634945.1622420806
544,1046936.2580378548
545,1050077.5934520736
546,1049268.0709821829
547,1049617.7037757281
548,782578.0184363661
549,783759.287139306
550,783621.0125403907
551,784647.836815526
552,1002383.204380408
553,1004103.5371404025
554,1003633.518650977
555,1004561.9942072623
556,1244453.3987836265
557,1247444.7972637566
558,1246620.648034532
559,1247462.505532869
560,375516.65197582653
561,375564.60222681786
562,381248.40208987263
563,381146.7720707244
564,760352.3323245721
565,760896.1153622975
566,765829.8132210001
567,766562.8298794845
568,775084.7999367771
569,775654.2629046284
570,782686.1857843688
571,782992.6715135607
572,1082004.7042571777
573,1082500.9015949303
574,1092153.5360690055
575,1092533.216192108
576,878688.9880980467
577,879478.328886963
578,886919.4700017356
579,887348.6732627698
580,914875.1863308641
581,915697.7221165688
582,923887.4884811965
583,924388.4644631688
584,880029.0733300238
585,881535.1038634602
586,889926.8984533548
587,889996.7987514696
588,786391.25228662
589,787313.9652243652
590,795583.0639175599
591,795534.3567130123
592,998197.1817942995
593,999681.4040513042
594,1009382.3426402352
595,1009423.0864404959
596,1040697.165561897
597,1042127.421806389
598,1049503.6998288054
599,1050155.4298185296
600,552572.7606329139
601,553307.4720680324
602,561154.1029608905
603,560473.4851119502
604,383809.07381960563
605,384001.0850684325
606,386132.36654397484
607,386076.6478971962
608,304485.7327896704
609,304562.2636061724
610,314865.1834909093
611,313903.9531771227
612,892249.1747674947
613,894156.5490469157
614,901781.1538121251
615,901607.3603500914
616,738491.3959735008
617,739535.7017881387
618,744590.5843797694
619,744801.0450474919
620,494759.39053274266
621,495023.6238546604
622,504365.20883979084
623,503361.3064758034
624,904578.3964099295
625,905554.8999394819
626,912212.304092833
627,912753.3813336095
628,642719.3070510774
629,643344.3727231459
630,653194.1681411846
631,652563.4672633023
632,837540.603929124
633,839081.2654555711
634,849094.2961987383
635,848162.5850900167
636,1063401.0131216405
637,1064978.5692286605
638,1074898.4617999245
639,1074485.5643673658
640,465544.61657220847
641,467617.94614156574
642,467410.7366018
643,467248.031746651
644,912858.207168216
645,915236.1405965069
646,915805.3503128857
647,915154.7801220578
648,929209.5474180621
649,932684.6884110821
650,932665.7095364134
651,932334.2707544905
652,1293567.4179059083
653,1298638.82833406
654,1298705.5609848786
655,1297915.9640432564
656,1044428.2203135581
657,1048085.8660738647
658,1048076.3274508333
659,1047971.3290978206
660,1093693.5561159411
661,1097488.698334918
662,1097475.6620932783
663,1097261.2819620338
664,1042832.6764543398
665,1046761.7185797488
666,1046677.2367159441
667,1046626.9699345563
668,926973.0566289808
669,931306.1607247412
670,930873.7551190248
671,931093.4221419939
672,1199232.7066346582
673,1203273.2011681756
674,1203452.828579509
675,1202850.3687133456
676,1226376.75707948
677,1230712.4014817653
678,1230978.4968057808
679,1230418.8590082221
680,681316.4360108763
681,683789.2312279238
682,683922.3860104172
683,683389.985462753
684,429810.2074036088
685,432774.79761141393
686,432526.0124472262
687,432419.4165797325
688,440642.19360751007
689,441865.6304418506
690,441955.23858578893
691,440975.62466355064
692,1064650.2896754353
693,1067668.4737803394
694,1068050.7310591117
695,1067726.0594942723
696,845260.1403846049
697,849168.7568019973
698,848948.6804341979
699,848971.2634698793
700,646640.497238671
701,648324.8511498886
702,648768.2898220076
703,647634.6786702409
704,1067770.793160064
705,1071138.2395227298
706,1071454.8515220042
707,1071165.3101142822
708,785090.4858471602
709,788648.9991384221
710,788295.9592263045
711,787997.0428791958
712,1007750.5572676078
713,1012111.4442545329
714,1011772.654082765
715,1011492.019664964
716,1260773.9843099618
717,1265283.898868433
718,1265253.123763272
719,1265116.0992266256
720,490715.5016050941
721,492947.98471758794
722,490947.2854720871
723,490685.4260106275
724,943400.2794908965
725,946279.1470041793
726,944815.0761459298
727,942626.2894175528
728,955087.3278917172
729,959122.3068835024
730,956285.5071086886
731,954927.1820764999
732,1321514.3987130462
733,1327088.5705545284
734,1322945.5061951727
735,1321258.2135992835
736,1062489.8134530813
737,1067420.7285753458
738,1064555.48139965
739,1063040.2856799895
740,1121183.7381093183
741,1126113.2372739778
742,1122818.312213928
743,1121323.6884402034
744,1060865.9971739114
745,1066318.5829379626
746,1062894.146120793
747,1062166.9580461215
748,936281.9365285902
749,942417.1792672223
750,938595.0471769205
751,938408.6396731045
752,1234728.996596458
753,1239160.6120335695
754,1235516.3379854276
755,1233894.183302909
756,1248861.8811571004
757,1254413.8438090072
758,1251534.749456567
759,1249471.1097737828
760,716467.0619601606
761,719062.9076895318
762,716580.5610025772
763,716017.5384269602
764,411600.3297009598
765,415391.7970974732
766,413736.03477767104
767,413578.9426334833
768,516330.00803167786
769,515502.20984626544
770,512794.36731553084
771,512777.0455115296
772,1096142.0059284845
773,1100303.8816071062
774,1097753.5630748442
775,1096345.135064115
776,837145.8969662394
777,842950.5068036491
778,840204.4557517119
779,839732.7651505816
780,705220.0366374636
781,705104.5676512
782,702433.3520007514
783,701652.1858187276
784,1083619.1253199584
785,1088393.9734299476
786,1085828.0442665392
787,1083908.1848069797
788,809850.1370196757
789,813429.4387761052
790,809453.8308824601
791,809497.9685868605
792,1036343.2805079465
793,1041032.4948301521
794,1036885.6821306489
795,1036616.1462054463
796,1281259.091502374
797,1287235.016709343
798,1283218.5848121191
799,1282120.8624459049
800,463815.60505170823
801,466152.10359700385
802,466550.7260923925
803,465699.83150641294
804,906057.8561413622
805,909481.480193182
806,910244.610145334
807,908809.7239000276
808,925539.4510615952
809,929469.1023206721
810,930229.0438444396
811,928690.111390717
812,1288104.6169324631
813,1293659.8399087435
814,1294612.7599907066
815,1292483.4596764566
816,1037276.2512645732
817,1041942.8214581979
818,1042790.3981367759
819,1041163.1057572409
820,1087787.3752034926
821,1092524.3808417895
822,1093398.2606094277
823,1091595.0498694638
824,1033446.1157235819
825,1038492.0144934682
826,1039344.5990392333
827,1037691.2688261615
828,920413.5406200631
829,925400.5464032579
830,926131.3973699508
831,924658.9894449207
832,1192751.7088065392
833,1197615.4029035508
834,1198581.6295517308
835,1196628.7051504594
836,1219328.570559167
837,1224432.5050758356
838,1225456.0754796597
839,1223676.103158416
840,675933.1537914079
841,678953.1195407942
842,679560.162334806
843,678371.9629041833
844,428881.2785837442
845,431448.36812525976
846,431684.7134393106
847,431155.761622542
848,439686.2384425081
849,441224.3064607187
850,441656.5269905085
851,440462.30022490706
852,1053759.9302813308
853,1058190.2059256497
854,1059153.0247392096
855,1057513.4194369253
856,838649.1752758193
857,843058.1199972865
858,843657.759471077
859,842535.9086827761
860,643775.1043544787
861,645668.3042564273
862,646282.0158078698
863,644979.254009869
864,1059285.170212932
865,1063700.3155392497
866,1064562.7339285798
867,1063000.9396977052
868,782243.8326834537
869,786032.2674647892
870,786621.5036887821
871,785235.3975724445
872,1003892.782608135
873,1008642.3245726503
874,1009445.6155095313
875,1007723.908886518
876,1251921.4510478438
877,1257499.2481783656
878,1258536.1859047634
879,1256591.8199739575
880,493927.91950073425
881,493807.90353262937
882,493524.19107890903
883,492954.44038413273
884,959802.6276324209
885,958751.1539200187
886,959669.0866700867
887,957434.3728067025
888,976978.0399138685
889,976636.9221962976
890,976507.8101580152
891,975065.4539249022
892,1359444.5931761074
893,1359226.5413043932
894,1358947.8109271298
895,1356813.1178593277
896,1094990.1935117762
897,1094323.217637995
898,1094466.344437998
899,1092908.2772568422
900,1149186.2937874661
901,1148563.0060693554
902,1148503.1573137303
903,1146850.8099034466
904,1095086.148327485
905,1094096.3502217743
906,1094074.9967725987
907,1092862.9543539067
908,973180.2669170648
909,972934.5320854941
910,972317.6953955551
911,971723.1528127947
912,1260130.585863951
913,1259122.1949045665
914,1259212.9691447217
915,1257247.627332524
916,1287046.0197315186
917,1285987.0112560971
918,1286471.668939592
919,1284281.3420517882
920,720323.0062139282
921,719728.4762716509
922,719705.7092178123
923,718746.9772363047
924,448385.16829920694
925,448774.9686755005
926,448328.9656191727
927,447972.5923062917
928,477457.60704806016
929,477028.5893687037
930,476713.97804756934
931,475856.93652532424
932,1118093.8007424925
933,1116443.5367702579
934,1117140.0276845319
935,1115467.5609026926
936,884925.0731367298
937,884444.9451170488
938,884256.1304402152
939,883421.7088176372
940,684523.5713638869
941,684068.4539619838
942,684027.150094254
943,682800.5991659499
944,1118387.0985237176
945,1117344.5891270847
946,1117825.5214661057
947,1115923.9376019891
948,826506.0581349527
949,826379.7933387054
950,825558.5689781478
951,824915.1369989524
952,1060524.860841954
953,1060072.835759856
954,1059428.8140093763
955,1058536.6837843624
956,1320829.2523734646
957,1319822.3154023637
958,1319737.9187693424
959,1318337.5707283667
960,510238.776295977
961,510619.8430313107
962,511972.5715681939
963,509678.80121228
964,994406.5521654645
965,994804.067542518
966,998545.8372715615
967,993881.4416265253
968,1023600.0610044838
969,1024248.6585696095
970,1027551.3337869546
971,1022936.2780812612
972,1426137.1281942748
973,1427017.1979315244
974,1431272.8042009138
975,1425029.072762655
976,1149324.3695247814
977,1149918.3699896403
978,1153697.0966226321
979,1148600.826885024
980,1203587.9417130637
981,1204386.23690412
982,1208288.3604405813
983,1202726.7128740738
984,1148820.6796129427
985,1149185.4335530368
986,1153064.3121324708
987,1147826.2577736974
988,1028705.2693254269
989,1029188.4985406947
990,1032401.9036023797
991,1027820.4344493245
992,1316597.0985752165
993,1317255.8877070406
994,1321517.754076177
995,1315576.9076577905
996,1353503.8005327743
997,1353797.5018616575
998,1358738.6085448621
999,1352737.532538096
1000,743971.5145849977
1001,744566.8416468287
1002,746734.2924674976
1003,743436.0818613308
1004,488546.64949678944
1005,488360.0879263431
1006,489721.5601739539
1007,488082.65809209895
1008,462274.1161050442
1009,463263.9893261622
1010,463807.6172145459
1011,461338.3017691059
1012,1163471.479542962
1013,1163819.5186295386
1014,1168312.7525900975
1015,1162931.3972258987
1016,944346.6289484946
1017,944262.7829576215
1018,947461.8966972524
1019,943520.8300719052
1020,692686.6707629048
1021,693583.4707190689
1022,695416.6427461061
1023,692291.2652941273
1024,1173324.18371961
1025,1173644.9168072615
1026,1177867.3932082746
1027,1172667.4675470062
1028,865103.3480551186
1029,865737.6091262256
1030,867773.0581956367
1031,864034.3678775284
1032,1113184.2655863208
1033,1113925.851027511
1034,1117143.963363861
1035,1112277.7358260453
1036,1389725.4949011346
1037,1390376.1785677236
1038,1395012.9195380076
1039,1388968.2461933652
1040,516034.62424050685
1041,514814.8168001166
1042,514849.1280463704
1043,513925.1890381453
1044,976017.317906056
1045,975394.2453884179
1046,975153.232192176
1047,973639.040885779
1048,1011005.0403651063
1049,1009221.5122999052
1050,1009165.2626504258
1051,1007404.2532877831
1052,1407201.944444252
1053,1404953.8917263655
1054,1404710.2705741525
1055,1402347.430134016
1056,1133388.3101873489
1057,1131556.4926342743
1058,1131573.3712911415
1059,1129773.8554606994
1060,1186986.4914510995
1061,1185062.9482790616
1062,1184887.442643961
1063,1182958.5252885693
1064,1137217.2452973416
1065,1134996.3365505757
1066,1134808.4340791209
1067,1133375.5977335663
1068,1021711.3737921295
1069,1019289.6085133727
1070,1019236.8585264523
1071,1017846.7784518179
1072,1299096.8278158703
1073,1296854.2084699324
1074,1296555.6835361104
1075,1294650.4234367139
1076,1326495.963940212
1077,1324570.3180850344
1078,1324343.3153444084
1079,1322460.351500547
1080,747243.8897847474
1081,745521.1004275671
1082,745345.1261185957
1083,744410.302604252
1084,476602.2452818673
1085,475559.50093888777
1086,475526.84645025694
1087,474867.9640821401
1088,491871.6041909383
1089,490305.6776796681
1090,490270.5195321928
1091,489274.2525199464
1092,1146580.2820294946
1093,1144825.4358389806
1094,1144466.2684579864
1095,1143271.2161091357
1096,925083.4569287391
1097,923406.1906150848
1098,923184.3033375138
1099,922197.0660204171
1100,701553.7977072438
1101,699978.5198906017
1102,699821.7220808344
1103,698691.5138105906
1104,1148420.249633465
1105,1147066.1251940709
1106,1146726.2462861773
1107,1145147.6482258667
1108,867083.8392053093
1109,864727.5235191209
1110,864628.1344099264
1111,863331.8231214619
1112,1107046.1464454355
1113,1104195.1618171353
1114,1104020.6487766965
1115,1102576.8962999694
1116,1367878.5669874852
1117,1365271.8553486739
1118,1364987.8341575959
1119,1363337.1908166138
1120,426951.75929709425
1121,430001.9662736765
1122,432217.39067734586
1123,432574.98351239564
1124,845881.1082627481
1125,850599.7148019361
1126,852387.8570749337
1127,853970.9665974302
1128,866333.1513669983
1129,871226.9207396336
1130,873992.0893182748
1131,875021.5453505353
1132,1209830.376791371
1133,1216624.5361496247
1134,1220466.050610188
1135,1221380.533509992
1136,980321.7687292738
1137,985637.5942949393
1138,988180.422437372
1139,989888.4936741214
1140,1021745.2580064678
1141,1027123.0198457018
1142,1030378.0677950432
1143,1031815.7736241283
1144,980935.2053400453
1145,986243.9968470106
1146,989356.9382974382
1147,990752.748606927
1148,878007.2243006881
1149,882655.730199073
1150,885727.5286194144
1151,886799.3165106074
1152,1114027.536253143
1153,1120543.9827698227
1154,1124504.7976023715
1155,1125671.6408389744
1156,1152322.5292239483
1157,1158523.4370473686
1158,1161350.9760332787
1159,1163032.8806751594
1160,624123.1615394216
1161,628270.5242143449
1162,631564.9050805564
1163,631791.7389157657
1164,422589.63084378553
1165,424669.08773653454
1166,425379.4033695687
1167,425368.319692034
1168,364382.37143557874
1169,369020.8941682435
1170,373346.8243669687
1171,372845.3548572611
1172,991565.5128668882
1173,996960.2834493888
1174,999971.8590405955
1175,1001459.7415061926
1176,813496.3439536731
1177,817226.5628176454
1178,819072.5341893911
1179,819944.870777972
1180,567054.5571335042
1181,572037.5987292359
1182,576121.4145568061
1183,575930.149800586
1184,1002944.8374365881
1185,1007860.028042162
1186,1010507.2148985735
1187,1012219.3864924501
1188,727322.7689033186
1189,732208.0785013462
1190,736146.3974884531
1191,736278.4657267991
1192,940054.7586950645
1193,945908.5026236658
1194,949977.7615322015
1195,950121.8032632392
1196,1184543.688475147
1197,1190695.3242808057
1198,1194663.8251541122
1199,1195914.6293612344
1200,497038.11852808815
1201,496775.31516054674
1202,496185.8528136897
1203,496180.64619319706
1204,948804.2785235093
1205,948736.285596776
1206,947755.1989250617
1207,947213.7132187713
1208,976640.6015397203
1209,976158.5781865404
1210,974892.1842541045
1211,974663.2270817249
1212,1359731.734492566
1213,1359182.6965813898
1214,1357321.1973925484
1215,1356970.7969785952
1216,1091813.844139832
1217,1091773.7254330683
1218,1090570.247831304
1219,1090247.107455223
1220,1146677.3580249764
1221,1146358.2093256942
1222,1144890.187944242
1223,1144666.980557533
1224,1092977.7990244199
1225,1092866.278813768
1226,1091459.4337173197
1227,1091620.760869715
1228,977093.9905829402
1229,977069.5973470672
1230,975649.2598116037
1231,975941.2509734381
1232,1257398.2281754452
1233,1256626.1840883885
1234,1254974.9421937075
1235,1254899.0836297616
1236,1281136.6055281977
1237,1280770.5675801355
1238,1279205.5795538106
1239,1279054.4807154979
1240,721383.1389070665
1241,720704.6469594812
1242,719789.8188269582
1243,720102.7323325566
1244,453462.50647093356
1245,453560.1068696863
1246,452826.76577148
1247,452716.24588856316
1248,483131.0506992263
1249,481798.14349487645
1250,481227.7383230629
1251,481624.9116191529
1252,1108214.4955299944
1253,1107867.9316160027
1254,1106540.1932271696
1255,1106762.4660733582
1256,885099.5487157032
1257,885278.2305147909
1258,884025.8019331075
1259,884265.4114174609
1260,685657.8842186944
1261,684341.4837379155
1262,683309.3169177456
1263,683615.6066894645
1264,1109746.5029753428
1265,1109736.8213833878
1266,1108340.9510748582
1267,1107990.0406170539
1268,834260.6749997127
1269,833578.9386679571
1270,832314.2686546054
1271,832567.523672436
1272,1066467.4005358976
1273,1065497.8420388168
1274,1063982.2666494208
1275,1064394.2634824659
1276,1318175.4064466115
1277,1317696.008292917
1278,1315937.874468388
1279,1316188.6134662128
1280,512086.281217307
1281,511588.02407966345
1282,510692.26355468715
1283,510385.3174343182
1284,983816.2200604313
1285,981967.3521117697
1286,982151.1134392662
1287,980340.8935240344
1288,1005571.5430388395
1289,1004644.7056463024
1290,1003596.4313618499
1291,1002685.9054015027
1292,1397565.8850054329
1293,1396559.4416536742
1294,1395049.1062973922
1295,1393711.044283044
1296,1130780.2316703442
1297,1129201.5248467186
1298,1128488.171374653
1299,1127346.1165615856
1300,1184030.0253970039
1301,1182566.7930935146
1302,1181531.7392493428
1303,1180420.1743727508
1304,1132814.7235133487
1305,1130888.3849476492
1306,1130024.5417632766
1307,1129110.261908875
1308,1009192.1872370049
1309,1008207.7416006402
1310,1006862.3234771357
1311,1006484.2554909276
1312,1298368.154967958
1313,1296448.3293186463
1314,1295342.9542858116
1315,1294016.0321605112
1316,1323269.8564041925
1317,1321415.5587949543
1318,1320977.2587901854
1319,1319112.8688049829
1320,744974.0887779784
1321,743781.125603974
