variable,mean,std,min,p05,p10,p25,p50,p75,p90,p95,max
balancing_price_EUR_per_MWh,110.40780156682291,62.090213591432416,-0.05,10.537875,27.5059997875,69.782531696875,106.522001275,147.23275,192.99374812499997,221.721878125,388.581256875
