combined_scenario,wind_scenario,price_scenario,imbalance_scenario,hour,wind_mw,day_ahead_price_eur_per_mwh,system_imbalance,balancing_price_eur_per_mwh,probability
1,0,0,1,3,282.952420155072,50.73999875,0,43.1289989375,0.000625
1,0,0,1,4,331.4812886652175,49.550000499999996,0,42.117500424999996,0.000625
1,0,0,1,5,336.023878535563,48.67,1,60.837500000000006,0.000625
1,0,0,1,6,341.7778578450245,48.957500749999994,1,61.196875937499996,0.000625
1,0,0,1,7,345.3407240377235,50.434999499999996,1,63.043749375,0.000625
1,0,0,1,8,353.09770497333596,49.42750075,0,42.0133756375,0.000625
1,0,0,1,9,327.970430008938,22.8175,0,19.394875,0.000625
1,0,0,1,10,342.005770113675,15.51,0,13.183499999999999,0.000625
1,0,0,1,11,350.9542545815975,12.4275,0,10.563375,0.000625
1,0,0,1,12,353.711719469256,11.5975,0,9.857875,0.000625
1,0,0,1,13,352.566802429096,12.397499999999999,0,10.537875,0.000625
1,0,0,1,14,372.39821781301305,18.0000005,0,15.300000424999999,0.000625
1,0,0,1,15,381.5275429033165,33.27500125,1,41.5937515625,0.000625
1,0,0,1,16,363.77451186320195,74.83250050000001,0,63.60762542500001,0.000625
1,0,0,1,17,347.9316625169085,103.76000025,1,129.7000003125,0.000625
1,0,0,1,18,362.3763977327535,110.2024995,1,137.753124375,0.000625
1,0,0,1,19,385.8736343914805,100.72250175,0,85.6141264875,0.000625
1,0,0,1,20,412.178315643747,90.1550005,1,112.693750625,0.000625
1,0,0,1,21,391.442716364354,81.31499875,1,101.6437484375,0.000625
1,0,0,1,22,407.54045922878953,74.62999725,0,63.4354976625,0.000625
1,0,0,1,23,375.988472998675,68.142499,0,57.92112415,0.000625
2,0,0,2,0,281.686628322303,48.16000075,1,60.2000009375,0.000625
2,0,0,2,1,278.2135076643475,50.50500125,0,42.9292510625,0.000625
2,0,0,2,2,310.032085751555,51.4850005,0,43.762250425,0.000625
2,0,0,2,3,282.952420155072,50.73999875,0,43.1289989375,0.000625
2,0,0,2,4,331.4812886652175,49.550000499999996,1,61.937500625,0.000625
2,0,0,2,5,336.023878535563,48.67,1,60.837500000000006,0.000625
2,0,0,2,6,341.7778578450245,48.957500749999994,1,61.196875937499996,0.000625
2,0,0,2,7,345.3407240377235,50.434999499999996,1,63.043749375,0.000625
2,0,0,2,8,353.09770497333596,49.42750075,0,42.0133756375,0.000625
2,0,0,2,9,327.970430008938,22.8175,1,28.521874999999998,0.000625
2,0,0,2,10,342.005770113675,15.51,0,13.183499999999999,0.000625
2,0,0,2,11,350.9542545815975,12.4275,0,10.563375,0.000625
2,0,0,2,12,353.711719469256,11.5975,1,14.496875,0.000625
2,0,0,2,13,352.566802429096,12.397499999999999,0,10.537875,0.000625
2,0,0,2,14,372.39821781301305,18.0000005,1,22.500000625,0.000625
2,0,0,2,15,381.5275429033165,33.27500125,1,41.5937515625,0.000625
