variable,mean,std,min,p05,p10,p25,p50,p75,p90,p95,max
wind_mw,366.51612779125577,44.099827727989904,138.6494270417915,281.59136044708606,306.88822096504043,350.82261384671784,373.0440335620377,389.6332166374105,408.3682631963572,425.30367547944087,497.111443858125
