variable,mean,std,min,p05,p10,p25,p50,p75,p90,p95,max
day_ahead_price_eur_per_mwh,104.48043750833334,51.28965724044065,-0.04,11.479749512500002,29.486000200000003,71.7575001875,109.03499875,135.1681238125,164.89774705000002,181.50399901249978,310.8650055
