number_of_combined_hourly_rows,number_of_combined_scenarios,number_of_wind_scenarios,number_of_price_scenarios,number_of_imbalance_scenarios,probability_per_combined_scenario,sum_probabilities,average_deficit_share,average_surplus_share,mean_wind_mw,mean_day_ahead_price_eur_per_mwh,mean_balancing_price_eur_per_mwh
38400,1600,20,20,4,0.000625,0.9999999999999998,0.4791666666666667,0.5208333333333333,366.5161277912558,104.48043750833334,110.40780156682291
